p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
2.09834923608548e-127,0.788135666283247,0.606,0.188,2.95132820055423e-123,8,IFITM2
1.71358028137957e-125,0.741931939047126,0.642,0.211,2.41015066576037e-121,8,TSPO
2.26683566704343e-124,0.567211189524132,0.262,0.044,3.18830436569659e-120,8,DRAM1
9.00005502682102e-124,0.582220342687375,0.439,0.108,1.26585773952238e-119,8,WAS
1.30717244480373e-123,0.456325674257982,0.216,0.03,1.83853804361644e-119,8,MAPKAPK3
2.80332727647958e-123,0.546165848502384,0.245,0.039,3.94287981436853e-119,8,LILRB3
2.86883750873294e-123,0.692397792886295,0.215,0.03,4.03501995603288e-119,8,TMEM176B
8.61525936030283e-122,0.358998195173272,0.122,0.009,1.21173622902659e-117,8,ANKRD22
3.98941313836171e-120,0.526753400610878,1,0.84,5.61110957910575e-116,8,OAZ1
3.25432414774379e-119,0.483016595572274,1,0.893,4.57720691380164e-115,8,FTL
4.50496611465985e-118,0.440621111493539,0.113,0.008,6.33623484026908e-114,8,HCAR3
3.01448376173586e-117,0.381445693969191,0.149,0.015,4.23987141088149e-113,8,C19orf38
3.46940933634001e-117,0.535044996338316,0.328,0.068,4.87972423156222e-113,8,QSOX1
2.00776385230204e-116,0.590665010782188,0.331,0.07,2.82391985826282e-112,8,RHOC
5.9145747137559e-116,0.669874905330028,0.68,0.239,8.31884933489767e-112,8,BST2
5.19512781769469e-115,0.449454991990494,0.841,0.317,7.30694727558758e-111,8,LGALS3
6.31705882254785e-115,0.513613881526177,0.345,0.074,8.88494323391355e-111,8,SLC25A37
5.26285676012377e-114,0.636648090468781,0.978,0.58,7.40220803311408e-110,8,ARPC3
2.5201312411811e-113,0.475169242035386,0.234,0.037,3.54456459072122e-109,8,POU2F2
2.78602575651854e-113,0.634611327378598,0.461,0.127,3.91854522654333e-109,8,IFI30
4.73130061892578e-113,0.433624722084217,0.223,0.035,6.65457432051911e-109,8,PRKCD
1.13606035642639e-112,0.552218045499175,0.359,0.082,1.59786889131372e-108,8,MYO1F
1.568361989417e-112,0.533836976534589,0.27,0.05,2.205901138115e-108,8,SCARB2
1.1182712971925e-111,0.481258264885646,0.272,0.05,1.57284857950126e-107,8,ITGB2
1.32178849924759e-111,0.354492210826121,0.11,0.008,1.85909552419174e-107,8,LPCAT2
3.02118263235458e-111,0.698334814748534,0.423,0.113,4.24929337240671e-107,8,LAP3
6.29726332475425e-110,0.55603272901237,0.324,0.07,8.85710086626685e-106,8,AGTRAP
2.11872707333024e-108,0.517664991093761,0.418,0.109,2.97998962863899e-104,8,SLC43A2
2.96872258221944e-108,0.505210610681255,0.25,0.045,4.17550831189164e-104,8,SLC7A7
5.64795532127936e-107,0.348060163316333,0.113,0.009,7.94384915937942e-103,8,RRAS
1.29462458652394e-106,0.524831670928639,0.765,0.282,1.82088948094591e-102,8,C15orf48
1.50293630348302e-106,0.484299810799443,0.328,0.072,2.11387991084886e-102,8,THEMIS2
8.09024775797981e-106,0.390656657561224,0.175,0.023,1.13789334715986e-101,8,IRAK3
4.06254469795961e-105,0.484660222288791,0.191,0.028,5.71396911768019e-101,8,KMO
1.40450908251777e-104,0.602623581349236,0.878,0.378,1.97544202456124e-100,8,RAC1
6.66301645496876e-103,0.548834703537288,0.618,0.209,9.37153264391356e-99,8,HSBP1
2.37638638773222e-102,0.557296438479107,0.407,0.107,3.34238745434537e-98,8,SNAP23
2.91238702487097e-101,0.50652837796418,0.213,0.035,4.09627235048102e-97,8,RIPK2
3.46619897406321e-101,0.362971922445815,0.949,0.409,4.8752088570199e-97,8,HLA-DRA
8.11691078628471e-101,0.53395004964732,0.332,0.078,1.14164350209094e-96,8,RAB32
1.33407803189378e-100,0.585203136291352,0.941,0.464,1.87638075185859e-96,8,CLIC1
1.82110302279112e-100,0.59806923095518,0.913,0.49,2.56138140155571e-96,8,JUNB
1.93726468483957e-100,0.514478302634671,0.997,0.814,2.72476277922686e-96,8,PFN1
2.55945161911947e-100,0.559495721300413,0.979,0.698,3.59986870229153e-96,8,H3F3A
5.20942342895087e-100,0.69300754720485,0.876,0.434,7.32705405281939e-96,8,PSMB9
1.0620259126739e-99,0.507724919540364,0.979,0.722,1.49373944617584e-95,8,ARPC2
1.54219504690573e-99,0.417430083731774,0.873,0.369,2.1690973334729e-95,8,HLA-DRB1
5.50630859339081e-99,0.547108807179194,0.38,0.099,7.74462303660418e-95,8,NAGK
5.72506119556009e-99,0.595589823518557,0.63,0.224,8.05229857155526e-95,8,CD47
4.02988504547245e-98,0.541401720589814,0.515,0.162,5.66803331645699e-94,8,ATG3
5.89482151367732e-98,0.553045620533095,0.432,0.124,8.29106645898715e-94,8,NCF2
8.8001326037842e-98,0.384033587813168,0.164,0.022,1.23773865072225e-93,8,APH1B
2.03601026702318e-97,0.456848841162029,0.895,0.371,2.8636484405681e-93,8,ANXA2
3.27584645041457e-95,0.591732386730982,0.692,0.269,4.60747803250809e-91,8,TMBIM4
4.74032500255565e-95,0.494586906453008,0.335,0.081,6.66726711609452e-91,8,EPSTI1
9.44590003654793e-95,0.595491210719435,0.812,0.369,1.32856584014047e-90,8,GMFG
2.67758744964895e-94,0.513093824217099,0.329,0.08,3.76602674793125e-90,8,ZFAND5
4.1738509266089e-94,0.556040859348307,0.591,0.205,5.87052132827542e-90,8,GLRX
6.76818101949693e-94,0.301855968565023,0.132,0.015,9.51944660392243e-90,8,GNB4
2.71741981657741e-93,0.533497292243077,0.989,0.734,3.82205097201613e-89,8,SRGN
5.16340539746283e-92,0.504043829165589,0.315,0.076,7.26232969153147e-88,8,TCIRG1
1.39698067911169e-90,0.385576688805939,1,0.998,1.96485332517059e-86,8,TMSB4X
1.79208279930499e-90,0.550413684598068,0.618,0.227,2.52056445722247e-86,8,GRB2
1.69869369897501e-89,0.457589888077921,0.17,0.026,2.38921268760836e-85,8,LILRA1
5.00588978401976e-89,0.48784713526512,0.266,0.058,7.04078398122379e-85,8,NPL
6.58221277200136e-89,0.573327444014174,0.601,0.222,9.25788226381992e-85,8,CASP4
1.08871809435804e-88,0.600873909612708,0.893,0.462,1.53128199971458e-84,8,ARPC5
1.37071760230138e-88,0.465452997952635,0.165,0.024,1.92791430763689e-84,8,IFIT2
3.09204092184081e-88,0.503043606179581,0.167,0.025,4.3489555565691e-84,8,MNDA
6.63830808094753e-88,0.537811608493783,0.822,0.364,9.3367803158527e-84,8,SDCBP
7.14905566551167e-86,0.504100412490791,0.264,0.059,1.00551467935422e-81,8,MPP1
2.68340477251046e-85,0.484644805480238,0.827,0.366,3.77420881253596e-81,8,GSTO1
5.53349484572482e-85,0.592227712784536,0.485,0.163,7.78286050051196e-81,8,FCN1
1.03950214035289e-84,0.509318394576157,0.701,0.281,1.46205976040634e-80,8,FKBP1A
2.17145839114825e-84,0.523603103502791,0.536,0.186,3.05415622715001e-80,8,TUBA1B
1.23832785441701e-83,0.467942349220746,0.262,0.059,1.74170812723752e-79,8,MYO1G
6.03842846968553e-83,0.50517546676769,0.752,0.314,8.49304964261269e-79,8,GNG5
9.85239306024576e-83,0.357787695347937,0.173,0.028,1.38573908392357e-78,8,FBXO6
1.19380582683763e-82,0.525797936960855,0.765,0.336,1.67908789544713e-78,8,NEAT1
3.13210009936821e-82,0.466517254028521,0.289,0.071,4.40529878976139e-78,8,LAMP2
